Temperature;Humidity;Pressure;eCO2;TVOC;UV;IR;VIS;Time
23.14;43.48;981.07;581;27;0.01;252;255;1517975790
23.13;44.74;981.07;561;24;0.0;253;266;1517975820
23.13;45.51;981.05;569;25;0.0;254;258;1517975850
23.16;44.15;981.02;575;26;0.0;253;258;1517975880
23.16;42.95;981.01;575;26;0.04;256;252;1517975910
23.17;42.90;981.04;561;24;0.0;254;264;1517975940
23.17;43.55;981.13;575;26;0.0;257;253;1517975970
23.17;43.62;981.01;575;26;0.01;252;254;1517976000
23.16;43.76;980.98;569;25;0.0;254;252;1517976030
23.17;43.46;981.03;555;23;0.0;254;265;1517976060
23.16;43.41;981.02;555;23;0.0;255;256;1517976090
23.15;44.99;981.06;543;21;0.0;254;249;1517976120
23.15;43.92;981.04;531;19;0.0;254;251;1517976150
23.16;44.33;981.02;531;19;0.0;252;261;1517976180
23.16;43.75;980.99;526;19;0.02;255;255;1517976210
23.17;43.38;981.04;531;19;0.0;253;264;1517976240
23.16;45.18;981.10;543;21;0.03;254;252;1517976270
23.16;43.66;981.04;536;20;0.0;251;259;1517976300
23.16;42.40;981.03;536;20;0.0;255;264;1517976330
23.16;44.21;980.95;536;20;0.0;253;254;1517976360
23.14;43.40;981.04;519;18;0.02;254;255;1517976390
23.17;43.55;981.03;519;18;0.0;256;260;1517976420
23.17;43.55;981.02;531;19;0.02;255;258;1517976450
23.17;43.53;981.01;531;19;0.0;250;250;1517976480
23.15;43.58;981.04;519;18;0.08;256;258;1517976510
23.13;42.84;981.07;526;19;0.05;254;273;1517976540
23.12;42.15;981.09;519;18;0.0;257;264;1517976570
23.13;43.56;981.10;519;18;0.0;256;247;1517976600
23.14;42.97;981.05;514;17;0.01;250;249;1517976630
23.16;44.48;981.10;519;18;0.0;250;247;1517976660
23.14;43.97;981.04;519;18;0.03;253;257;1517976690
23.13;44.05;981.08;514;17;0.0;249;263;1517976720
23.12;42.69;981.03;503;15;0.0;253;273;1517976750
23.12;44.14;981.01;503;15;0.0;257;251;1517976780
23.11;43.97;981.04;503;15;0.0;251;266;1517976810
23.11;43.58;981.03;503;15;0.0;255;256;1517976840
23.12;43.39;981.11;498;14;0.0;254;259;1517976870
23.14;43.57;981.07;496;14;0.02;258;274;1517976900
23.15;43.15;981.12;498;14;0.02;253;261;1517976930
23.15;44.10;981.02;498;14;0.01;254;261;1517976960
23.14;43.82;981.04;498;14;0.0;250;260;1517976990
23.15;44.73;981.06;487;13;0.05;252;254;1517977020
23.15;43.95;981.04;496;14;0.04;251;252;1517977050
23.15;43.48;981.07;496;14;0.01;253;259;1517977080
23.14;42.73;981.07;496;14;0.05;251;266;1517977110
23.15;45.00;981.09;487;13;0.0;251;244;1517977140
23.15;44.28;981.08;487;13;0.03;256;246;1517977170
23.15;44.05;981.09;487;13;0.01;249;256;1517977200
23.14;42.62;981.10;487;13;0.01;252;253;1517977230
23.15;44.47;981.13;477;11;0.0;254;243;1517977260
23.16;43.82;981.13;482;12;0.0;255;259;1517977290
23.14;44.18;981.15;477;11;0.03;255;269;1517977320
23.13;44.19;981.07;482;12;0.0;256;263;1517977350
23.14;43.66;981.04;482;12;0.0;255;271;1517977380
23.14;43.45;981.07;482;12;0.02;254;264;1517977410
23.13;44.88;981.08;477;11;0.0;254;259;1517977440
23.12;42.98;981.14;464;9;0.0;253;250;1517977470
23.14;43.64;981.09;477;11;0.0;254;248;1517977500
23.14;43.06;981.07;464;9;0.0;253;256;1517977530
23.13;43.35;981.03;475;11;0.0;254;252;1517977560
23.12;43.01;980.96;475;11;0.01;251;262;1517977590
23.13;44.05;981.05;475;11;0.01;250;262;1517977620
23.11;42.66;980.96;475;11;0.0;251;258;1517977650
23.12;44.06;981.06;475;11;0.0;253;259;1517977680
23.12;45.22;981.06;460;9;0.04;257;257;1517977710
23.14;43.24;980.96;457;8;0.0;254;260;1517977740
23.13;42.33;981.07;464;9;0.04;256;257;1517977770
23.15;43.35;981.09;464;9;0.0;253;253;1517977800
23.14;41.98;980.97;457;8;0.01;254;255;1517977830
23.12;42.72;980.94;457;8;0.03;253;256;1517977860
23.13;43.41;981.02;452;7;0.0;253;259;1517977890
23.12;42.28;981.07;457;8;0.0;253;269;1517977920
23.13;44.57;980.99;452;7;0.01;255;271;1517977950
23.14;42.87;981.03;457;8;0.0;251;258;1517977980
23.16;42.91;981.09;457;8;0.0;252;241;1517978010
23.16;43.51;981.12;445;6;0.0;253;269;1517978040
23.15;43.80;981.06;457;8;0.0;252;246;1517978070
23.15;44.05;981.09;457;8;0.0;252;259;1517978100
23.15;43.04;981.10;452;7;0.0;252;264;1517978130
23.13;44.76;981.05;457;8;0.0;250;265;1517978160
23.13;43.98;981.04;452;7;0.03;252;254;1517978190
23.14;44.52;981.07;452;7;0.01;250;252;1517978220
23.12;43.68;981.03;443;6;0.0;252;261;1517978250
23.12;42.13;981.08;452;7;0.0;251;255;1517978280
23.14;42.50;981.08;445;6;0.02;249;252;1517978310
23.13;43.95;981.06;445;6;0.0;249;264;1517978340
23.14;44.54;981.06;445;6;0.01;252;256;1517978370
23.14;42.69;981.11;443;6;0.05;251;255;1517978400
23.14;43.00;981.15;443;6;0.0;252;263;1517978430
23.15;43.55;981.05;433;5;0.02;254;256;1517978460
23.14;43.56;981.08;438;5;0.01;251;264;1517978490
23.14;43.59;981.04;427;4;0.03;253;256;1517978520
3.05;981.72;3030;438;5;0.04;253;253;1517978550
23.17;42.30;981.77;427;4;0.0;257;244;1517978580
23.15;44.23;981.73;438;5;0.06;253;265;1517978610
23.15;42.70;981.68;422;3;0.0;255;259;1517978640
23.14;46.16;981.75;433;5;0.0;251;256;1517978670
23.14;42.68;981.74;433;5;0.01;259;264;1517978700
23.14;42.04;981.74;427;4;0.0;252;267;1517978730
23.14;42.52;981.72;433;5;0.02;253;252;1517978760
23.15;41.26;981.69;433;5;0.0;253;256;1517978790
23.15;43.12;981.75;433;5;0.0;255;258;1517978820
23.15;42.85;981.71;427;4;0.05;251;264;1517978850
23.14;42.77;981.73;418;2;0.0;255;251;1517978880
23.15;43.40;981.76;427;4;0.02;254;264;1517978910
23.15;42.67;981.69;422;3;0.01;249;267;1517978940
23.17;41.53;981.66;414;2;0.0;253;259;1517978970
23.18;43.30;981.63;422;3;0.0;254;261;1517979000
23.19;42.71;981.67;422;3;0.03;254;253;1517979030
23.18;41.74;981.63;422;3;0.05;252;261;1517979060
23.19;42.37;981.63;418;2;0.07;254;262;1517979090
23.21;42.06;981.69;418;2;0.04;252;259;1517979120
23.2;43.43;981.71;418;2;0.0;255;260;1517979150
23.2;42.32;981.74;414;2;0.01;248;261;1517979180
23.2;41.80;981.70;414;2;0.0;253;255;1517979210
23.22;43.02;981.73;414;2;0.03;264;268;1517979240
23.22;41.72;981.71;414;2;0.0;254;252;1517979270
23.21;43.29;981.68;405;0;0.0;250;261;1517979300
23.22;43.22;981.72;414;2;0.0;252;253;1517979330
23.19;42.95;981.66;405;0;0.0;251;250;1517979360
23.2;44.68;981.71;414;2;0.03;256;245;1517979390
23.2;42.38;981.70;400;0;0.0;251;246;1517979420
23.18;43.88;981.73;414;2;0.0;253;262;1517979450
23.19;43.15;981.68;410;1;0.0;254;263;1517979480
23.18;43.07;981.69;410;1;0.05;254;249;1517979510
23.17;43.09;981.66;410;1;0.0;256;244;1517979540
23.18;41.99;981.67;405;0;0.02;268;247;1517979570
23.19;43.06;981.64;408;1;0.07;275;257;1517979600
23.2;41.77;981.73;400;0;0.01;270;260;1517979630
23.21;42.99;981.66;400;0;0.0;264;261;1517979660
23.2;42.25;981.74;400;0;0.03;265;273;1517979690
23.2;44.07;981.68;408;1;0.05;274;267;1517979720
23.19;43.39;981.70;408;1;0.0;272;256;1517979750
23.21;43.20;981.66;413;1;0.03;269;259;1517979780
23.23;43.93;981.68;400;0;0.04;269;268;1517979810
23.23;42.36;981.60;400;0;0.02;260;255;1517979840
23.22;43.13;981.75;409;1;0.0;255;266;1517979870
23.23;43.70;981.71;400;0;0.02;257;252;1517979900
23.23;43.48;981.67;405;0;0.01;254;254;1517979930
23.23;44.18;981.65;409;1;0.0;252;251;1517979960
23.23;44.00;981.71;405;0;0.03;256;249;1517979990
23.23;42.75;981.68;405;0;0.01;255;258;1517980020
23.22;44.04;981.79;414;2;0.0;254;248;1517980050
23.23;44.33;981.75;409;1;0.0;255;266;1517980080
23.21;43.89;981.74;409;1;0.01;252;268;1517980110
23.2;43.96;981.71;405;0;0.0;254;269;1517980140
23.19;41.97;981.70;400;0;0.0;256;260;1517980170
23.19;43.14;981.69;409;1;0.02;251;249;1517980200
23.18;44.46;981.73;411;1;0.02;255;259;1517980230
23.18;44.39;981.67;400;0;0.0;257;268;1517980260
23.21;43.71;981.65;407;1;0.02;256;260;1517980290
23.21;43.23;981.68;407;1;0.02;257;259;1517980320
23.19;41.96;981.70;400;0;0.07;251;261;1517980350
23.2;42.92;981.63;407;1;0.0;257;265;1517980380
23.19;42.68;981.66;400;0;0.0;254;265;1517980410
23.18;43.30;981.60;407;1;0.0;256;261;1517980440
23.2;43.18;981.63;400;0;0.0;252;267;1517980470
23.19;42.07;981.60;400;0;0.03;254;260;1517980500
23.2;44.30;981.69;402;0;0.0;254;255;1517980530
23.19;42.96;981.65;402;0;0.04;255;255;1517980560
23.21;41.63;981.67;400;0;0.0;254;255;1517980590
23.18;44.09;981.65;400;0;0.0;255;262;1517980620
23.17;43.16;981.58;400;0;0.0;254;247;1517980650
23.17;43.17;981.64;409;1;0.0;256;250;1517980680
23.15;43.10;981.52;400;0;0.02;258;266;1517980710
23.14;43.31;981.64;402;0;0.0;257;249;1517980740
23.14;44.35;981.52;409;1;0.0;257;252;1517980770
23.15;42.45;981.54;400;0;0.0;255;261;1517980800
23.13;41.78;981.52;414;2;0.02;257;256;1517980830
23.16;43.20;981.52;414;2;0.05;252;260;1517980860
23.14;43.16;981.47;405;0;0.0;252;253;1517980890
23.15;42.16;981.46;414;2;0.02;252;257;1517980920
23.15;42.46;981.57;414;2;0.02;261;266;1517980950
23.16;42.38;981.48;407;1;0.04;254;251;1517980980
23.17;42.73;981.49;407;1;0.03;257;245;1517981010
23.16;43.30;981.48;407;1;0.01;254;255;1517981040
23.16;43.44;981.47;407;1;0.0;256;256;1517981070
23.16;42.01;981.51;407;1;0.0;257;268;1517981100
23.17;40.19;981.46;400;0;0.0;254;257;1517981130
23.17;42.40;981.43;408;1;0.01;255;247;1517981160
23.14;42.91;981.43;408;1;0.01;255;255;1517981190
23.16;43.73;981.50;408;1;0.02;256;255;1517981220
23.15;43.13;981.49;408;1;0.0;255;257;1517981250
23.15;41.90;981.47;403;0;0.0;253;260;1517981280
23.13;44.35;981.45;403;0;0.0;255;269;1517981310
23.13;42.81;981.50;408;1;0.02;259;261;1517981340
23.14;41.90;981.46;400;0;0.0;255;264;1517981370
23.13;42.93;981.49;400;0;0.02;256;255;1517981400
23.13;41.42;981.48;408;1;0.02;255;261;1517981430
23.12;42.36;981.44;408;1;0.0;252;256;1517981460
23.14;42.77;981.47;408;1;0.06;249;260;1517981490
23.14;42.39;981.50;400;0;0.0;252;263;1517981520
23.14;42.16;981.51;405;0;0.05;255;278;1517981550
23.15;41.95;981.52;408;1;0.0;255;258;1517981580
23.16;42.54;981.55;408;1;0.01;250;266;1517981610
23.12;39.26;981.50;408;1;0.0;253;254;1517981640
23.13;43.36;981.45;400;0;0.0;252;269;1517981670
23.11;42.16;981.48;408;1;0.02;255;258;1517981700
23.13;42.78;981.47;403;0;0.0;254;268;1517981730
23.13;42.15;981.44;400;0;0.0;255;258;1517981760
23.14;41.28;981.44;408;1;0.0;256;262;1517981790
23.13;42.18;981.40;408;1;0.04;265;259;1517981820
23.14;43.97;981.44;400;0;0.05;255;260;1517981850
23.16;43.69;981.44;408;1;0.0;256;260;1517981880
23.15;41.47;981.38;408;1;0.02;255;256;1517981910
23.14;42.98;981.39;408;1;0.02;257;269;1517981940
23.14;41.58;981.47;400;0;0.0;252;263;1517981970
23.15;42.84;981.39;408;1;0.02;252;262;1517982000
23.15;42.55;981.42;405;0;0.05;251;275;1517982030
23.14;43.81;981.44;400;0;0.0;253;257;1517982060
23.15;43.60;981.50;400;0;0.02;253;254;1517982090
23.15;43.94;981.41;408;1;0.02;250;256;1517982120
23.14;42.10;981.43;405;0;0.02;255;247;1517982150
23.14;43.20;981.42;408;1;0.0;255;271;1517982180
23.12;42.74;981.40;407;1;0.0;253;248;1517982210
23.12;43.01;981.43;411;1;0.0;253;263;1517982240
23.12;43.08;981.38;411;1;0.02;253;261;1517982270
23.12;44.56;981.38;411;1;0.0;255;246;1517982300
23.13;43.25;981.42;407;1;0.0;252;249;1517982330
23.13;43.29;981.37;405;0;0.01;250;273;1517982360
23.12;43.06;981.38;400;0;0.0;255;268;1517982390
23.14;42.68;981.38;407;1;0.05;253;259;1517982420
23.15;43.03;981.36;405;0;0.04;254;249;1517982450
23.14;44.02;981.37;400;0;0.02;254;256;1517982480
23.16;43.72;981.46;410;1;0.0;255;252;1517982510
23.17;42.83;981.40;403;0;0.0;256;257;1517982540
23.15;44.59;981.36;408;1;0.0;255;261;1517982570
23.15;43.63;981.40;408;1;0.0;256;249;1517982600
23.15;44.13;981.39;408;1;0.01;252;266;1517982630
23.15;43.71;981.33;408;1;0.0;252;264;1517982660
23.14;44.87;981.40;400;0;0.0;256;273;1517982690
23.14;43.69;981.43;408;1;0.0;253;266;1517982720
23.15;43.79;981.34;410;1;0.0;254;259;1517982750
23.14;44.90;981.33;410;1;0.0;256;264;1517982780
23.13;43.17;981.35;408;1;0.0;253;258;1517982810
23.12;43.61;981.29;408;1;0.0;254;250;1517982840
23.13;42.86;981.30;408;1;0.03;255;278;1517982870
23.13;43.60;981.28;408;1;0.02;250;272;1517982900
23.14;44.12;981.34;408;1;0.02;255;270;1517982930
23.14;43.57;981.24;408;1;0.0;252;269;1517982960
23.13;42.62;981.30;403;0;0.02;254;258;1517982990
23.14;43.48;981.24;409;1;0.02;255;270;1517983020
23.14;43.75;981.25;409;1;0.0;254;254;1517983050
23.14;42.32;981.24;409;1;0.0;252;252;1517983080
23.13;42.36;981.19;409;1;0.0;254;267;1517983110
23.14;42.09;981.32;400;0;0.0;251;249;1517983140
23.14;42.11;981.26;409;1;0.0;254;258;1517983170
23.14;43.71;981.15;409;1;0.04;255;263;1517983200
23.15;43.51;981.22;400;0;0.0;255;264;1517983230
23.14;43.41;981.12;409;1;0.0;255;254;1517983260
23.15;45.20;981.10;409;1;0.0;252;259;1517983290
23.13;44.37;981.17;400;0;0.01;256;263;1517983320
23.15;43.46;981.16;409;1;0.01;253;261;1517983350
23.14;44.28;981.16;409;1;0.0;254;262;1517983380
23.12;43.38;981.24;413;1;0.0;256;261;1517983410
23.14;41.91;981.19;409;1;0.0;254;260;1517983440
23.12;43.47;981.13;400;0;0.0;255;262;1517983470
23.15;43.61;981.19;409;1;0.0;254;258;1517983500
23.13;42.58;981.18;403;0;0.02;253;254;1517983530
23.15;43.35;981.22;403;0;0.02;249;254;1517983560
23.14;43.36;981.19;403;0;0.0;252;261;1517983590
23.15;43.45;981.16;408;1;0.02;253;256;1517983620
23.13;43.37;981.08;400;0;0.04;253;266;1517983650
23.13;42.76;981.10;411;1;0.0;253;256;1517983680
23.14;43.80;981.07;408;1;0.03;252;263;1517983710
23.13;43.53;981.11;408;1;0.02;255;251;1517983740
23.13;43.69;981.03;403;0;0.0;253;270;1517983770
23.13;43.47;981.10;408;1;0.0;255;258;1517983800
23.12;42.84;981.12;408;1;0.0;255;263;1517983830
23.13;42.83;981.08;408;1;0.06;252;258;1517983860
23.13;43.42;981.10;403;0;0.0;254;260;1517983890
23.13;44.59;981.10;400;0;0.0;255;245;1517983920
23.15;44.88;981.16;414;2;0.01;255;249;1517983950
23.14;42.12;981.14;409;1;0.0;254;255;1517983980
23.15;44.20;981.08;400;0;0.0;254;260;1517984010
23.14;44.49;981.01;409;1;0.0;254;253;1517984040
23.15;44.04;981.11;409;1;0.03;256;258;1517984070
23.16;43.98;981.03;409;1;0.03;253;250;1517984100
23.17;43.74;981.07;406;0;0.0;253;249;1517984130
23.16;44.21;981.09;400;0;0.03;256;264;1517984160
23.14;44.49;981.15;409;1;0.01;249;259;1517984190
23.14;44.17;981.12;409;1;0.0;256;263;1517984220
23.14;43.20;981.07;409;1;0.0;255;268;1517984250
23.14;44.70;981.08;409;1;0.03;253;255;1517984280
23.14;43.60;981.07;403;0;0.03;251;252;1517984310
23.14;43.38;981.11;403;0;0.01;255;260;1517984340
23.15;43.91;981.13;410;1;0.0;249;260;1517984370
20.7;40.79;989.00;402;0;0.0;248;248;1517984400
20.7;40.42;988.95;407;1;0.0;256;249;1517984430
20.71;39.53;988.97;400;0;0.0;252;255;1517984460
20.73;39.63;989.00;407;1;0.02;255;277;1517984490
20.71;40.91;988.98;400;0;0.01;256;257;1517984520
20.73;39.70;988.92;400;0;0.0;259;254;1517984550
20.73;41.39;989.02;407;1;0.03;258;254;1517984580
20.73;41.24;989.04;407;1;0.05;259;262;1517984610
20.72;40.31;988.94;407;1;0.0;255;260;1517984640
20.74;42.36;988.87;407;1;0.05;256;251;1517984670
20.74;40.85;988.95;400;0;0.01;256;256;1517984700
20.74;40.66;989.00;402;0;0.01;253;261;1517984730
20.75;40.28;988.88;407;1;0.06;256;253;1517984760
20.74;41.81;989.00;407;1;0.0;254;258;1517984790
20.75;40.82;988.94;400;0;0.0;252;256;1517984820
20.74;40.14;989.04;409;1;0.06;255;262;1517984850
20.76;41.25;988.94;400;0;0.0;255;258;1517984880
20.75;40.00;988.97;411;1;0.0;254;243;1517984910
20.75;41.28;988.99;400;0;0.05;258;254;1517984940
20.75;40.67;989.01;400;0;0.03;253;270;1517984970
20.76;41.04;989.01;409;1;0.0;253;252;1517985000
20.73;42.38;989.05;402;0;0.04;254;258;1517985030
20.74;40.56;988.96;402;0;0.01;258;256;1517985060
20.76;40.90;989.02;402;0;0.0;253;261;1517985090
20.75;40.68;989.00;402;0;0.01;253;267;1517985120
20.77;38.95;989.06;400;0;0.0;257;268;1517985150
20.77;39.93;988.97;400;0;0.0;254;262;1517985180
20.79;39.85;989.09;406;0;0.0;252;257;1517985210
20.78;40.53;988.98;410;1;0.03;254;262;1517985240
20.77;40.22;988.92;408;1;0.04;253;251;1517985270
20.77;39.49;988.97;408;1;0.03;255;262;1517985300
20.78;40.44;988.89;408;1;0.0;255;248;1517985330
20.77;39.87;988.97;408;1;0.0;256;259;1517985360
20.77;40.82;988.97;408;1;0.02;251;261;1517985390
20.79;40.69;988.96;408;1;0.07;255;244;1517985420
20.77;40.55;988.97;405;0;0.02;251;270;1517985450
20.77;39.92;988.88;405;0;0.0;255;255;1517985480
20.77;40.60;988.92;405;0;0.0;256;245;1517985510
20.77;41.04;988.90;400;0;0.0;254;269;1517985540
20.78;40.68;988.86;405;0;0.0;257;256;1517985570
20.77;41.46;988.88;405;0;0.02;253;259;1517985600
20.77;39.44;988.89;400;0;0.04;255;253;1517985630
20.79;39.55;988.88;413;1;0.05;252;243;1517985660
20.79;42.37;988.86;413;1;0.02;253;274;1517985690
20.8;40.21;988.99;413;1;0.0;255;261;1517985720
20.8;38.94;988.91;400;0;0.0;252;257;1517985750
20.79;41.47;988.96;400;0;0.01;258;253;1517985780
20.8;40.57;988.93;400;0;0.0;254;258;1517985810
20.79;40.51;988.85;408;1;0.01;254;269;1517985840
20.79;39.94;988.89;405;0;0.03;254;272;1517985870
20.8;40.66;988.91;413;1;0.02;253;256;1517985900
20.8;40.79;988.90;408;1;0.02;257;261;1517985930
20.79;40.13;988.93;408;1;0.0;252;270;1517985960
20.76;39.74;988.97;400;0;0.0;250;254;1517985990
20.79;40.58;988.85;400;0;0.04;255;242;1517986020
20.8;40.63;988.85;408;1;0.0;254;248;1517986050
20.8;41.89;988.88;400;0;0.0;255;270;1517986080
20.8;40.11;988.84;408;1;0.0;254;257;1517986110
20.79;39.66;988.91;408;1;0.0;257;260;1517986140
20.8;40.14;988.85;400;0;0.05;252;268;1517986170
20.8;40.26;988.85;400;0;0.01;252;257;1517986200
20.81;40.66;988.92;409;1;0.0;256;260;1517986230
20.79;38.72;988.94;409;1;0.03;258;259;1517986260
20.81;41.35;988.88;409;1;0.0;255;254;1517986290
20.8;40.40;988.95;409;1;0.04;253;250;1517986320
20.82;38.64;988.91;409;1;0.05;254;260;1517986350
20.82;39.34;988.90;409;1;0.0;252;259;1517986380
20.82;40.43;988.88;400;0;0.0;253;248;1517986410
20.83;40.96;988.88;409;1;0.0;254;256;1517986440
20.83;40.55;988.95;411;1;0.01;252;247;1517986470
20.83;40.12;988.80;411;1;0.0;254;250;1517986500
20.85;40.78;988.86;411;1;0.0;251;264;1517986530
20.84;40.24;988.86;411;1;0.0;255;259;1517986560
20.83;40.73;988.86;411;1;0.0;253;260;1517986590
20.84;41.22;988.84;411;1;0.0;254;253;1517986620
20.85;40.34;988.78;411;1;0.0;254;260;1517986650
20.86;39.87;988.77;411;1;0.0;252;254;1517986680
20.85;40.76;988.82;400;0;0.0;253;262;1517986710
20.86;39.51;988.79;400;0;0.0;254;263;1517986740
20.85;40.97;988.82;407;1;0.01;251;252;1517986770
20.86;38.99;988.81;407;1;0.07;251;257;1517986800
20.85;41.80;988.85;402;0;0.0;257;262;1517986830
20.85;41.63;988.78;406;0;0.02;256;261;1517986860
20.84;38.94;988.79;406;0;0.01;254;253;1517986890
20.86;41.98;988.74;406;0;0.02;254;252;1517986920
20.87;39.70;988.70;406;0;0.02;260;257;1517986950
20.86;39.98;988.79;406;0;0.0;252;262;1517986980
20.85;40.89;988.74;406;0;0.03;254;266;1517987010
20.86;39.79;988.84;406;0;0.03;255;259;1517987040
20.85;40.92;988.75;406;0;0.05;254;259;1517987070
20.85;41.19;988.69;406;0;0.0;251;270;1517987100
20.86;40.23;988.75;406;0;0.0;251;263;1517987130
20.87;41.21;988.71;406;0;0.0;257;262;1517987160
20.87;40.00;988.79;406;0;0.03;254;257;1517987190
20.87;41.39;988.79;406;0;0.01;259;259;1517987220
20.86;42.07;988.71;403;0;0.01;251;257;1517987250
20.84;41.04;988.73;408;1;0.04;255;256;1517987280
20.86;41.15;988.80;408;1;0.01;256;263;1517987310
20.86;41.75;988.74;408;1;0.03;257;264;1517987340
20.87;41.26;988.79;408;1;0.0;258;263;1517987370
20.87;38.54;988.72;408;1;0.0;253;253;1517987400
20.87;40.88;988.71;408;1;0.02;248;246;1517987430
20.88;40.79;988.71;408;1;0.02;247;247;1517987460
20.87;40.00;988.75;413;1;0.04;250;250;1517987490
20.9;40.87;988.70;405;0;0.0;256;267;1517987520
20.87;40.44;988.82;413;1;0.0;254;257;1517987550
20.89;40.86;988.76;400;0;0.02;254;259;1517987580
20.88;41.51;988.79;413;1;0.06;251;250;1517987610
20.88;41.90;988.81;413;1;0.07;251;263;1517987640
20.88;40.95;988.79;413;1;0.04;256;252;1517987670
20.89;41.84;988.79;409;1;0.0;255;252;1517987700
20.9;41.11;988.84;409;1;0.0;255;262;1517987730
20.89;40.51;988.80;409;1;0.03;254;259;1517987760
20.9;40.66;988.87;409;1;0.0;255;262;1517987790
20.9;40.79;988.86;409;1;0.0;257;263;1517987820
20.89;40.08;988.86;409;1;0.0;260;258;1517987850
20.9;40.41;988.86;409;1;0.05;253;247;1517987880
20.9;40.22;988.83;409;1;0.0;253;269;1517987910
20.91;40.81;988.90;400;0;0.01;259;256;1517987940
20.9;40.88;988.85;409;1;0.01;254;260;1517987970
20.91;40.90;988.88;400;0;0.06;248;261;1517988000
20.91;41.64;988.88;405;0;0.03;253;256;1517988030
20.92;42.00;988.99;414;2;0.02;252;251;1517988060
20.91;40.82;988.91;405;0;0.0;253;261;1517988090
20.92;40.59;988.94;414;2;0.02;252;262;1517988120
20.92;42.14;988.97;414;2;0.07;257;264;1517988150
20.93;40.36;988.91;414;2;0.0;252;258;1517988180
20.92;40.54;988.97;400;0;0.0;251;264;1517988210
20.92;40.31;988.96;409;1;0.0;253;251;1517988240
20.93;42.99;989.01;409;1;0.0;257;269;1517988270
20.92;41.11;988.96;409;1;0.01;252;263;1517988300
20.92;41.46;988.89;409;1;0.04;257;255;1517988330
20.91;38.72;988.98;409;1;0.0;252;263;1517988360
20.92;41.76;989.01;409;1;0.09;258;262;1517988390
20.92;41.51;988.93;409;1;0.01;251;265;1517988420
20.91;42.90;988.92;409;1;0.0;255;267;1517988450
20.92;39.94;988.96;408;1;0.0;257;253;1517988480
20.92;40.19;989.00;408;1;0.0;253;270;1517988510
20.93;40.47;989.06;408;1;0.05;254;261;1517988540
20.91;40.95;988.92;413;1;0.01;257;257;1517988570
20.91;42.71;988.93;417;2;0.01;253;252;1517988600
20.93;40.64;988.92;425;3;0.02;256;249;1517988630
20.93;41.23;988.96;425;3;0.0;252;251;1517988660
20.93;41.21;988.93;417;2;0.0;253;264;1517988690
20.94;40.87;988.95;425;3;0.0;255;256;1517988720
20.94;40.92;988.93;425;3;0.0;253;253;1517988750
20.93;40.63;988.90;425;3;0.05;257;261;1517988780
20.94;41.21;988.89;421;3;0.0;257;250;1517988810
20.93;39.78;988.92;421;3;0.0;254;257;1517988840
20.93;40.64;988.92;413;1;0.0;254;249;1517988870
20.94;40.08;988.93;421;3;0.0;257;260;1517988900
20.95;39.99;988.93;421;3;0.02;256;252;1517988930
20.94;40.80;988.89;421;3;0.0;257;263;1517988960
20.95;40.57;988.91;421;3;0.0;254;254;1517988990
20.94;40.65;988.91;421;3;0.03;254;250;1517989020
20.94;39.76;988.95;413;1;0.01;255;262;1517989050
20.93;40.90;988.96;421;3;0.02;253;267;1517989080
20.93;40.96;988.92;421;3;0.03;253;265;1517989110
20.93;38.80;988.98;421;3;0.0;256;255;1517989140
20.93;41.36;988.94;417;2;0.01;253;256;1517989170
20.93;41.68;989.00;421;3;0.04;256;249;1517989200
20.94;41.48;989.01;421;3;0.0;255;249;1517989230
20.93;41.34;988.91;421;3;0.0;256;262;1517989260
20.92;41.83;988.90;421;3;0.0;257;261;1517989290
20.92;41.90;988.89;417;2;0.01;257;254;1517989320
20.92;41.86;989.01;421;3;0.0;256;245;1517989350
20.92;41.27;988.99;413;1;0.02;253;257;1517989380
20.92;41.46;989.14;421;3;0.0;252;257;1517989410
20.94;40.66;988.95;421;3;0.01;252;256;1517989440
20.93;41.77;989.04;413;1;0.01;253;254;1517989470
20.93;40.58;988.95;413;1;0.0;257;257;1517989500
20.93;41.70;988.97;421;3;0.0;256;243;1517989530
20.93;41.55;988.95;421;3;0.02;254;272;1517989560
20.94;41.06;988.96;413;1;0.03;254;257;1517989590
20.94;40.81;988.96;421;3;0.02;250;253;1517989620
20.94;41.39;988.88;408;1;0.01;256;262;1517989650
20.94;41.39;988.96;421;3;0.0;253;256;1517989680
20.94;41.39;988.90;417;2;0.0;256;258;1517989710
20.93;41.06;988.94;421;3;0.0;259;267;1517989740
20.93;42.31;988.91;421;3;0.0;255;261;1517989770
20.94;41.57;988.97;421;3;0.03;255;247;1517989800
20.95;42.28;988.97;421;3;0.01;257;270;1517989830
20.95;40.91;988.95;421;3;0.05;255;245;1517989860
20.95;41.34;988.95;413;1;0.01;250;257;1517989890
20.95;41.15;988.91;427;4;0.0;256;262;1517989920
20.96;41.21;988.91;438;5;0.02;251;259;1517989950
20.96;42.18;988.99;438;5;0.02;250;268;1517989980
20.96;41.38;989.01;427;4;0.01;251;255;1517990010
20.96;40.80;988.91;438;5;0.05;254;269;1517990040
20.96;41.52;988.96;427;4;0.02;253;259;1517990070
20.97;41.37;988.99;438;5;0.05;256;274;1517990100
20.97;41.20;988.99;438;5;0.0;255;247;1517990130
20.95;40.47;989.07;438;5;0.0;257;265;1517990160
20.95;41.15;988.98;438;5;0.03;260;262;1517990190
